lat,lon
25.6624036,-80.3247064
25.7064115,-80.2853264
25.7716927,-80.1888504
25.7810058,-80.1413189
25.8879775,-80.1652886
25.971192,-80.1409292
26.0065437,-80.3495814
26.0965281,-80.2518979
26.0965281,-80.2518979
26.153533,-80.117752
26.2425768,-80.2568353
26.2545901,-81.79995
26.2613195,-80.1012742
26.3658781,-80.1122571
26.6414156,-80.2062044
26.7207609,-80.0893355
26.8496709,-80.0945215
27.3376679,-82.5410331
27.9566643,-82.5084048
28.0174914,-82.734234
28.4491643,-81.4765302
28.5853986,-81.4797045
28.5853986,-81.4797045
28.606477,-81.36462
28.6624759,-81.3819919
29.4939809,-98.4828937
29.613701,-98.5112196
29.7394063,-95.4182558
29.7493038,-95.462209
29.7523705,-95.5001082
29.829328,-95.3250083
29.9207616,-90.1176615
29.9670768,-90.0844812
29.9985157,-95.562061
30.0018692,-90.1589307
30.1688616,-95.4708333
30.1688616,-95.4708333
30.1851293,-81.6266428
30.2196488,-97.8416446
30.2706676,-97.7532464
30.3076183,-97.9377502
30.3902739,-86.4202902
30.3924957,-90.084984
30.3924957,-90.084984
30.4062692,-97.7202672
30.4323525,-91.111206
30.4635558,-84.2708999
30.5357444,-97.8178574
30.6771889,-88.1510459
31.8351991,-106.5485884
32.0433386,-81.0719269
32.1857459,-80.7181271
32.2357635,-110.9216105
32.2749744,-110.8743557
32.3364878,-110.9783255
32.3546198,-90.1502735
32.3586502,-86.172928
32.4434213,-93.7273487
32.6996626,-97.4119102
32.7479508,-117.1580496
32.7669048,-97.0990566
32.7958611,-96.8016241
32.8024308,-79.8891111
32.8158244,-96.752273
32.8204597,-96.8144032
32.8716416,-96.7657217
32.8790865,-97.1554283
32.9021069,-96.9588593
32.9082624,-96.8028444
32.9528522,-96.8202827
33.0298172,-96.7969708
33.0727476,-97.0847075
33.1370234,-96.6490258
33.148038,-117.2892349
33.3184402,-111.892792
33.379584,-111.9297888
33.3998856,-112.0661825
33.4601137,-86.7525805
33.5062309,-112.0378952
33.543887,-117.7838495
33.5549115,-117.712867
33.5549115,-117.712867
33.5845331,-111.9790564
33.6165418,-117.873653
33.644612,-117.7448147
33.6537298,-111.9279174
33.7316386,-117.990911
33.754892,-118.1092531
33.7925384,-118.3309841
33.8157805,-84.3332624
33.8405524,-84.3812762
33.8405524,-84.3812762
33.847126,-118.3891143
33.9067604,-118.3906263
33.9096594,-117.8520984
33.9177523,-84.3798535
33.9481938,-84.5132683
33.9770366,-118.4173063
33.9804759,-84.4279466
33.9929864,-80.9754579
34.0011401,-118.4698838
34.0144864,-84.184373
34.019838,-118.4968578
34.0225552,-118.4380136
34.0329304,-118.494706
34.0332765,-118.481333
34.0332765,-118.481333
34.04609,-118.2569742
34.0536448,-118.4673862
34.0612091,-118.4469257
34.0691848,-118.3980981
34.0694706,-84.27843
34.0701952,-118.3607698
34.0915196,-118.360773
34.1028766,-118.2584507
34.1378277,-118.147784
34.1509266,-118.2460149
34.1510888,-118.0722072
34.1517628,-118.4664986
34.1680942,-118.5968674
34.1704195,-118.5412344
34.1878033,-118.8733499
34.2136868,-77.9008
34.2400492,-119.1791438
34.2735973,-118.5549496
34.4126364,-118.5558802
34.439222,-119.7452194
34.72141,-86.5936918
34.72141,-86.5936918
34.7493978,-92.4070771
34.8258121,-82.3010026
34.8635337,-111.7851406
35.0526726,-80.766968
35.0888171,-89.8021146
35.1028853,-106.6050195
35.1133773,-89.8940977
35.1464368,-106.5559643
35.1915863,-111.6411472
35.1915863,-111.6411472
35.2521976,-120.6882975
35.4440196,-80.8715577
35.5828723,-82.5250517
35.6018958,-82.5546267
35.6789927,-105.9505068
35.7374587,-78.777314
35.7749267,-86.9267383
35.8024217,-78.6863264
35.8993839,-78.650479
35.9331474,-84.0154703
35.934204,-86.8249494
35.9344947,-79.0277799
36.0070981,-78.9207011
36.0674448,-115.1745021
36.085865,-79.8342543
36.0943163,-80.2736693
36.1133917,-94.1460757
36.1586989,-115.310171
36.1625995,-95.6274839
36.1974857,-115.2501812
36.5834873,-121.9000581
36.8090633,-119.8056526
36.8509319,-76.0281576
36.9742817,-121.9635506
36.9788238,-122.0145884
37.1030465,-76.4905715
37.236096,-121.9614978
37.2494215,-121.8766598
37.2928502,-121.9304605
37.3236052,-122.0395887
37.3321739,-121.9048136
37.3807339,-121.9750147
37.3988859,-122.1107103
37.4423893,-122.1595673
37.4822993,-122.2316749
37.5442835,-122.2921747
37.5549956,-121.9852089
37.6477818,-77.5997382
37.7057644,-121.8898424
37.7096801,-97.2276409
37.7520043,-122.4309341
37.7617459,-121.9612469
37.76443,-122.4030318
37.7683534,-122.4271397
37.7695609,-122.4527981
37.7813029,-122.399853
37.7813029,-122.399853
37.789959,-122.423223
37.789959,-122.423223
37.8127499,-122.2609713
37.8556007,-122.2601477
37.8808503,-122.2976666
37.8926878,-122.0553114
37.8960469,-122.5362296
37.9025235,-122.526074
37.9259155,-122.0153072
37.9713187,-122.5168468
37.9758632,-84.5279763
37.9944286,-84.5246782
38.0596527,-78.4891271
38.1056742,-122.5654623
38.2411652,-122.6344906
38.2487039,-85.6259318
38.2912493,-122.4626176
38.32344,-122.306267
38.4038672,-122.8241218
38.4423745,-122.6748622
38.458116,-122.7316418
38.5964722,-121.3640551
38.6221007,-90.5155022
38.6270702,-90.3478794
38.6287457,-90.1886555
38.6414282,-90.2602716
38.6488605,-121.1180225
38.656511,-90.168576
38.7673926,-121.2672557
38.7796348,-77.2343247
38.8041416,-77.0600615
38.8577977,-77.3777362
38.8624563,-77.0548425
38.88924,-77.090896
38.9008823,-77.0489803
38.903442,-77.2044823
38.9093554,-77.0334327
38.9114755,-94.7564628
38.9116797,-94.6620768
38.9209533,-77.0711932
38.948731,-77.079041
38.9517828,-77.3491828
38.9617765,-77.086922
38.9634431,-94.6715351
38.9660278,-77.104317
38.9698071,-76.9382885
38.9698071,-76.9382885
38.9817499,-76.5407361
38.9963303,-77.0242399
39.0430696,-77.1131376
39.0686099,-77.4845527
39.1227005,-77.2378047
39.1454972,-84.4471085
39.2139148,-76.8558267
39.2840361,-76.5994138
39.3076436,-84.3168558
39.3683778,-76.6498366
39.3683778,-76.6498366
39.5451055,-104.9421364
39.5887456,-106.1003496
39.5920828,-104.9621919
39.6231799,-105.0922465
39.6279596,-84.189132
39.6516858,-104.9013569
39.70062,-104.9399021
39.7087089,-105.0805958
39.7186572,-104.9573048
39.7332252,-104.9758516
39.7364719,-105.1613816
39.8577076,-74.920581
39.8577076,-74.920581
39.9133625,-105.0446215
39.914735,-86.1384237
39.914735,-86.1384237
39.9159124,-75.0113744
39.9429136,-75.1577838
39.9565313,-105.1679476
39.9630058,-75.1742368
39.999211,-86.1312218
39.999211,-86.1312218
40.0021182,-75.2755174
40.006602,-83.0525842
40.0240081,-105.2559723
40.0240081,-105.2559723
40.0488438,-75.4112012
40.0570329,-82.9095661
40.0983462,-83.0869952
40.1078859,-75.1161394
40.1158261,-75.2820725
40.1452424,-105.1288001
40.1549477,-74.0560645
40.1549477,-74.0560645
40.2084714,-75.2259542
40.307916,-74.667855
40.3462606,-80.058115
40.3530687,-74.3071339
40.3751624,-74.0874042
40.458461,-79.9289855
40.5590315,-105.0786998
40.5642373,-75.5640252
40.6122793,-80.0527532
40.6250967,-111.8358698
40.6317675,-74.3050858
40.7157539,-74.0119464
40.7161352,-73.9595503
40.7169538,-74.2866735
40.721205,-111.5430457
40.7237669,-73.9922029
40.7346746,-73.9891496
40.7400081,-74.1699953
40.7453038,-73.9954844
40.7534523,-74.4055125
40.7541266,-111.8751884
40.7546766,-73.9849313
40.7594945,-73.9661442
40.7684251,-73.9831903
40.7796906,-73.9529128
40.7954009,-73.9658885
40.797211,-73.670562
40.7991897,-74.4888941
40.8048844,-74.2485394
40.8048844,-74.2485394
40.8129972,-96.639076
40.8129972,-96.639076
40.8185272,-74.2228678
40.825033,-73.973929
40.8390604,-73.3239921
40.9146322,-74.0590675
40.964158,-73.855722
40.970036,-73.9577536
40.9789177,-74.1231717
40.992457,-73.6754793
41.0285208,-73.7587531
41.0329712,-73.6239645
41.0732922,-73.4761726
41.1280498,-73.3801871
41.1583342,-73.2402224
41.1583342,-73.2402224
41.2483336,-73.0242897
41.4538365,-73.4400176
41.4633501,-81.4862972
41.4787454,-81.8396835
41.5007845,-81.5369211
41.519184,-87.4705304
41.5985218,-93.759709
41.6126932,-87.8549829
41.6485888,-72.6049579
41.6724205,-70.3018034
41.6989919,-86.1856225
41.7149717,-72.607061
41.7489072,-88.1997473
41.7559143,-71.4560503
41.7608,-72.739
41.772961,-87.949397
41.779969,-87.646257
41.779969,-87.646257
41.801861,-87.5881519
41.8175033,-87.9167723
41.8277606,-71.3863013
41.8301302,-88.1016216
41.837139,-71.408469
41.8823819,-87.6468863
41.8873966,-87.8064734
41.8914152,-87.6207571
41.8938406,-87.9603936
41.9087429,-87.6527428
41.9250815,-87.653219
41.9400896,-87.6682531
41.9903526,-87.7489514
42.0109678,-87.8257492
42.0424456,-88.0367404
42.0475917,-87.6795601
42.0678872,-87.7022629
42.1072909,-87.800411
42.1114476,-71.4615713
42.1595423,-88.0440514
42.1662565,-87.8481107
42.1716215,-70.9530417
42.17746,-70.9087745
42.2330347,-71.1779592
42.24841,-83.758199
42.2579958,-83.6982231
42.2985466,-71.4210025
42.3025686,-71.2854951
42.3215315,-71.1109387
42.3300173,-71.2064193
42.3300173,-71.2064193
42.3428962,-71.1404764
42.3453012,-71.0624946
42.3461672,-71.1083462
42.3485364,-83.0565724
42.3531204,-72.555805
42.3541526,-71.2000899
42.3602627,-71.4312958
42.3610067,-71.1139633
42.3620497,-71.0653595
42.3680876,-71.1023939
42.3680876,-71.1023939
42.3755995,-71.0661905
42.376014,-71.1029087
42.3892095,-71.1416163
42.416306,-71.1594531
42.416306,-71.1594531
42.4170089,-71.1266434
42.4457935,-71.157933
42.4604532,-71.1635105
42.4649623,-71.0625976
42.4792161,-70.90475
42.5150852,-71.0296662
42.5295158,-83.3630143
42.5486966,-83.1853091
42.6608827,-71.1446297
42.6822016,-83.1917101
42.7101416,-73.8164181
42.7282893,-84.4529556
42.7801331,-71.4958479
42.9547895,-71.4763319
43.0607982,-87.883825
43.0747957,-89.4441049
43.07555,-88.051739
43.5954153,-79.643207
43.6634469,-70.2594451
43.6719078,-79.3948697
43.7140128,-79.3778359
44.0750503,-121.3028906
44.3913828,-69.3542668
44.9444608,-92.9342062
44.9465768,-93.1667004
44.9477203,-93.3221851
44.9741486,-93.4453822
44.9828324,-93.2695125
44.9873145,-93.2757209
45.0914367,-93.435901
45.3944104,-122.7515493
45.3993303,-75.6859342
45.3993303,-75.6859342
45.415781,-122.6619761
45.4424579,-122.8027942
45.52326,-122.6367337
45.5337398,-122.8769732
45.5487608,-122.651163
45.5487608,-122.651163
45.6146944,-122.5058161
47.2272397,-122.5359774
47.6138815,-122.2042649
47.6182212,-122.1845333
47.6183772,-122.3380617
47.6371975,-122.3769821
47.6660927,-122.1013404
47.6752938,-122.3162376
47.8199395,-122.2723037
48.456713,-123.3764733
48.7435918,-122.4612939
49.2640263,-123.1152452
49.2662121,-123.0048198
49.2684659,-123.157045
49.2900889,-123.1326993
49.3258426,-123.1430861
